,date,time,retweet_count,neg,neu,pos,cmpd,IsTradingDay,is_retweet,numTweets,EMA5,EMA10,EMA20,Output
31,2019-11-11,1.7338888888888888,16328.0,0.0,1.0,0.0,0.0,1,True,32,310.5622555305199,309.0543883634116,306.31911782022524,1.0
32,2019-11-11,1.7311111111111108,12687.0,0.14,0.86,0.0,-0.3818,1,True,32,310.5622555305199,309.0543883634116,306.31911782022524,1.0
33,2019-11-11,1.5097222222222222,15459.0,0.13,0.8109999999999999,0.059000000000000004,-0.3182,1,True,32,310.5622555305199,309.0543883634116,306.31911782022524,1.0
34,2019-11-11,1.4958333333333331,6799.0,0.11199999999999999,0.888,0.0,-0.34,1,True,32,310.5622555305199,309.0543883634116,306.31911782022524,1.0
35,2019-11-10,23.04777777777777,13102.0,0.086,0.722,0.192,0.69,0,False,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
36,2019-11-10,19.725277777777773,22864.0,0.124,0.667,0.209,0.8115,0,False,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
37,2019-11-10,19.104166666666668,19820.0,0.134,0.765,0.10099999999999999,-0.1984,0,False,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
38,2019-11-10,18.97055555555556,27605.0,0.127,0.873,0.0,-0.6278,0,False,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
39,2019-11-10,17.365,23304.0,0.107,0.5579999999999999,0.335,0.7088,0,True,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
40,2019-11-10,16.21,30586.0,0.276,0.616,0.10800000000000001,-0.7603,0,False,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
41,2019-11-10,16.125833333333333,14026.0,0.122,0.569,0.31,0.6493,0,True,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
42,2019-11-10,16.123055555555556,10012.0,0.0,1.0,0.0,0.0,0,True,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
43,2019-11-10,3.986111111111111,21458.0,0.0,0.406,0.594,0.6588,0,False,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
44,2019-11-10,3.9475,28981.0,0.0,0.858,0.142,0.54,0,True,45,309.83338329577987,308.3953635552808,305.7190249591963,1.0
